#--------------------------------------
#Type: supine : PUMP
#Start time: 1.58.37.25
#End time: 2.07.22.155
#Calculated best PEEP: 20.1884
#Algorithm used for best PEEP calculation: Finding best PEEP around descending minimum stiffness with respect to PIP limit
#PIP limit for best PEEP calculation: 35.0000
#Values ascending: 
#PEEP:  19.0000 23.0000 27.0000
#PIP:  32.3800 38.2600 43.9500
#Stiffness:  19.8667 23.0427 26.7132
#Values descending: 
#PEEP:  27.0000 23.0000 19.0000
#PIP:  43.9500 37.7400 32.1300
#Stiffness:  26.7132 22.3069 19.0936
#--------------------------------------
#Raw data of breath cycles used in calculation: 
BS, S:52863,
0.02, 20.36
50.17, 20.86
50.26, 23.47
48.62, 26.37
47.96, 26.72
47.60, 28.24
46.51, 27.94
45.93, 28.69
44.51, 28.71
44.16, 28.63
43.32, 28.85
42.78, 29.00
41.45, 29.36
40.67, 29.70
39.87, 29.95
39.48, 30.06
37.95, 30.36
37.62, 30.24
37.00, 30.37
35.02, 30.47
34.39, 30.48
33.62, 30.46
33.33, 30.47
31.90, 30.56
31.04, 30.71
29.66, 30.81
29.93, 30.66
28.51, 30.87
28.16, 30.81
27.03, 30.94
25.82, 31.05
25.93, 30.91
24.09, 31.22
24.56, 31.15
23.51, 31.39
21.88, 31.48
21.45, 31.46
21.36, 31.71
19.12, 31.81
18.56, 31.82
17.85, 31.82
17.40, 31.46
16.19, 31.40
15.97, 31.40
14.78, 31.63
14.50, 31.81
13.00, 31.88
12.13, 31.90
11.25, 31.75
10.30, 31.72
9.68, 31.65
9.05, 31.55
7.94, 31.57
7.08, 31.33
6.44, 31.30
5.26, 31.39
-33.73, 31.27
-46.73, 29.41
-51.19, 25.99
-45.72, 23.86
-46.95, 23.49
-47.24, 23.31
-45.77, 22.97
-44.17, 22.84
-41.04, 22.69
-40.98, 22.71
-40.41, 22.69
-38.69, 22.46
-37.81, 22.43
-35.69, 22.27
-35.21, 22.18
-35.20, 22.02
-34.60, 21.98
-33.27, 21.70
-28.98, 21.63
-27.99, 21.75
-28.16, 21.77
-27.93, 21.76
-28.44, 21.62
-26.24, 21.62
-24.91, 21.58
-23.96, 21.47
-23.52, 21.46
-22.92, 21.44
-21.44, 21.39
-21.04, 21.31
-19.05, 21.24
-18.74, 21.25
-18.61, 21.24
-17.94, 21.15
-17.99, 21.23
-16.18, 21.10
-15.40, 21.08
-15.06, 21.06
-14.68, 20.99
-14.90, 20.99
-14.04, 20.91
-13.52, 20.88
