#--------------------------------------
#Type: supine : PUMP
#Start time: 10.28.22.406
#End time: 10.32.10.427
#Calculated best PEEP: 18.1333
#Algorithm used for best PEEP calculation: Finding best PEEP around descending minimum stiffness with respect to PIP limit
#PIP limit for best PEEP calculation: 35.0000
#Values ascending: 
#PEEP:  14.0000 18.0000 22.0000
#PIP:  30.4800 34.8300 39.9300
#Stiffness:  25.1069 25.2008 27.7577
#Values descending: 
#PEEP:  22.0000 18.0000 14.0000
#PIP:  39.9300 34.8300 30.8900
#Stiffness:  27.7577 25.6640 25.4647
#--------------------------------------
#Raw data of breath cycles used in calculation: 
BS, S:42874,
-0.38, 15.36
51.56, 15.84
50.93, 18.54
49.81, 21.74
48.77, 23.13
48.95, 25.09
47.55, 25.47
46.88, 26.50
45.20, 26.81
44.51, 27.28
43.81, 27.66
42.85, 28.06
42.88, 28.36
41.50, 28.51
40.20, 28.79
39.40, 28.87
39.26, 29.03
38.15, 29.22
37.66, 29.29
36.40, 29.47
35.67, 29.53
34.26, 29.70
33.48, 29.63
32.77, 29.47
32.19, 29.39
30.56, 29.45
30.02, 29.54
29.83, 29.77
28.69, 30.03
28.34, 30.12
26.36, 30.30
26.29, 30.22
25.12, 30.37
24.28, 30.39
23.23, 30.39
22.19, 30.54
21.88, 30.55
20.76, 30.72
19.88, 30.73
19.27, 30.79
17.89, 30.88
17.56, 30.83
16.65, 30.96
15.40, 30.98
14.79, 30.98
13.57, 31.05
13.05, 31.05
12.39, 31.14
11.36, 31.06
10.42, 31.13
9.56, 31.15
8.71, 31.05
8.14, 31.06
7.28, 30.77
6.23, 30.50
5.43, 30.40
-46.88, 30.26
-66.34, 27.74
-68.01, 22.80
-49.93, 18.92
-46.54, 18.23
-45.11, 18.32
-48.92, 18.46
-46.76, 18.15
-44.93, 18.02
-44.02, 17.98
-43.03, 17.86
-42.77, 17.76
-42.74, 17.67
-39.34, 17.55
-38.98, 17.37
-37.20, 17.22
-37.42, 17.23
-36.04, 17.10
-33.62, 17.01
-32.74, 16.89
-31.70, 16.78
-30.84, 16.75
-31.50, 16.76
-28.22, 16.50
-26.75, 16.53
-27.05, 16.38
-24.58, 16.24
-24.34, 16.29
-20.11, 16.24
-18.68, 16.22
-19.06, 16.31
-19.03, 16.23
-19.38, 16.24
-17.89, 16.06
-16.90, 16.02
-15.32, 15.98
-15.23, 16.05
-14.64, 15.97
-14.84, 15.96
-14.07, 16.01
-13.78, 16.02
-13.86, 15.94
-13.03, 15.85
-12.25, 15.91
-11.99, 15.90
-11.02, 15.87
-10.45, 15.78
-10.07, 15.77
-8.93, 15.75
-8.50, 15.66
-8.02, 15.64
-6.54, 15.63
-6.51, 15.70
-5.84, 15.60
-5.10, 15.51
-4.41, 15.49
-3.44, 15.40
-2.30, 15.23
-0.71, 15.24
-0.22, 15.41
-0.60, 15.58
-1.58, 15.54
-2.38, 15.63
-2.85, 15.55
-2.98, 15.46
-2.83, 15.45
-2.80, 15.45
-2.97, 15.63
-3.68, 15.64
-4.38, 15.73
-4.94, 15.67
-5.16, 15.61
-4.75, 15.58
-4.39, 15.58
-4.26, 15.56
-4.06, 15.57
-3.93, 15.48
-3.43, 15.47
-2.98, 15.39
-2.54, 15.37
-2.04, 15.37
-1.40, 15.29
-0.97, 15.35
-0.66, 15.35
-0.22, 15.26
0.20, 15.17
0.51, 15.01
0.74, 14.74
0.85, 14.72
0.86, 14.97
0.69, 15.30
0.25, 15.42
-0.23, 15.42
-0.13, 15.21
BE
BS, S:42875,
0.17, 15.25
51.56, 15.77
50.45, 18.52
49.64, 21.76
49.16, 23.13
48.90, 25.16
47.27, 25.38
46.45, 26.42
45.18, 26.65
44.93, 27.26
44.02, 27.67
43.06, 28.00
41.77, 28.28
41.18, 28.28
40.89, 28.69
39.94, 28.78
38.13, 29.03
37.95, 29.05
36.73, 29.22
36.19, 29.29
35.23, 29.22
34.45, 29.45
33.38, 29.31
32.10, 29.16
31.65, 29.20
31.22, 29.37
29.78, 29.61
29.25, 29.80
28.77, 29.97
27.72, 30.06
27.14, 30.12
26.26, 30.14
25.19, 30.22
24.29, 30.23
23.60, 30.29
22.53, 30.46
21.88, 30.54
21.02, 30.63
19.86, 30.64
18.75, 30.64
18.44, 30.72
17.43, 30.81
16.45, 30.80
15.93, 30.81
14.58, 30.90
14.03, 30.89
13.29, 30.96
11.95, 30.98
11.66, 30.90
10.68, 30.98
9.56, 30.98
8.87, 30.83
7.99, 30.58
7.28, 30.32
6.29, 30.30
5.46, 30.39
-50.03, 30.28
-64.80, 27.76
-68.14, 22.83
-51.30, 18.84
-45.53, 18.16
-46.27, 18.22
-47.74, 18.34
-46.17, 18.16
-45.00, 17.97
-42.94, 17.86
-42.54, 17.70
-43.96, 17.81
-40.54, 17.51
-39.30, 17.47
-38.47, 17.35
-36.81, 17.21
-36.46, 17.19
-36.02, 17.09
-33.29, 16.98
-32.10, 16.87
-31.25, 16.75
-30.39, 16.66
-30.57, 16.65
-28.40, 16.58
-26.16, 16.51
-25.23, 16.41
-23.58, 16.27
-22.68, 16.24
-20.94, 16.27
-19.87, 16.34
-19.07, 16.30
-19.16, 16.24
-18.40, 16.14
-18.74, 16.14
-16.72, 16.08
-15.72, 16.05
-15.27, 16.05
-14.72, 15.97
-15.12, 16.05
-15.40, 15.99
-13.95, 15.86
-12.94, 15.85
-12.57, 15.91
-11.85, 15.89
-11.80, 15.89
-10.93, 15.86
-9.67, 15.76
-9.18, 15.75
-8.56, 15.65
-7.99, 15.64
-7.72, 15.65
-6.40, 15.63
-5.77, 15.60
-4.98, 15.44
-4.74, 15.43
-3.67, 15.40
-2.59, 15.22
-1.02, 15.19
-0.41, 15.35
-1.11, 15.52
-1.95, 15.62
-2.52, 15.63
-3.24, 15.50
-3.03, 15.39
-2.78, 15.46
-2.81, 15.54
-3.23, 15.56
-3.98, 15.65
-4.65, 15.75
-5.19, 15.67
-5.21, 15.68
-4.87, 15.59
-4.54, 15.58
-4.43, 15.58
-4.13, 15.51
-3.81, 15.49
-3.45, 15.47
-2.95, 15.39
-2.56, 15.38
-2.02, 15.37
-1.24, 15.36
-0.99, 15.35
-0.78, 15.35
-0.27, 15.19
0.22, 15.17
0.52, 15.01
0.76, 14.75
0.84, 14.73
0.83, 14.98
0.69, 15.31
0.27, 15.48
-0.19, 15.42
-0.20, 15.20
0.17, 15.24
BE
BS, S:42876,
0.38, 15.17
51.04, 15.72
50.56, 18.57
50.14, 21.88
49.12, 23.34
48.19, 25.26
47.31, 25.35
45.95, 26.45
45.32, 26.60
44.63, 27.26
44.36, 27.54
43.06, 27.90
41.82, 28.19
41.59, 28.28
39.82, 28.61
38.99, 28.70
39.30, 28.95
37.88, 29.12
37.31, 29.12
36.27, 29.22
35.84, 29.22
34.67, 29.30
33.57, 29.14
32.78, 29.22
31.96, 29.37
31.23, 29.47
30.29, 29.78
29.19, 29.89
28.25, 29.97
27.63, 29.97
26.85, 30.12
25.89, 30.14
24.99, 30.21
24.32, 30.29
23.55, 30.38
22.66, 30.47
21.31, 30.56
20.83, 30.63
20.01, 30.63
19.47, 30.73
18.36, 30.80
17.01, 30.81
16.57, 30.81
15.52, 30.90
14.82, 30.90
14.05, 31.04
13.23, 30.98
12.17, 31.04
11.12, 31.06
10.68, 30.98
9.78, 30.98
8.85, 30.74
7.84, 30.41
7.16, 30.31
6.34, 30.52
5.36, 30.62
-47.78, 30.51
-65.16, 27.90
-69.44, 22.88
-50.17, 18.92
-45.22, 18.17
-43.98, 18.29
-46.93, 18.44
-46.82, 18.23
-46.15, 18.04
-43.41, 17.96
-42.68, 17.84
-41.83, 17.74
-40.63, 17.52
-39.71, 17.48
-39.06, 17.37
-37.57, 17.31
-35.01, 17.14
-34.36, 17.03
-33.64, 16.93
-32.47, 16.89
-32.28, 16.79
-30.52, 16.74
-29.45, 16.62
-27.56, 16.56
-27.32, 16.40
-24.96, 16.32
-23.99, 16.29
-21.33, 16.28
-20.04, 16.34
-19.92, 16.34
-19.81, 16.34
-19.64, 16.25
-19.60, 16.17
-18.12, 16.12
-16.02, 16.07
-16.04, 16.06
-15.79, 16.07
-14.95, 16.05
-15.70, 16.06
-15.26, 15.97
-13.74, 15.94
-12.98, 15.85
-12.59, 15.91
-11.93, 15.89
-11.63, 15.89
-11.61, 15.82
-9.60, 15.76
-8.83, 15.74
-8.59, 15.67
-8.07, 15.65
-7.59, 15.72
-7.21, 15.65
-5.83, 15.60
-4.92, 15.43
-3.93, 15.49
-2.83, 15.31
-1.47, 15.27
-0.83, 15.42
-1.06, 15.52
-1.83, 15.62
-2.53, 15.56
-3.23, 15.56
-3.33, 15.48
-3.20, 15.47
-2.92, 15.53
-3.11, 15.50
-3.72, 15.58
-4.46, 15.73
-5.02, 15.68
-5.43, 15.67
-5.25, 15.59
-4.70, 15.52
-4.48, 15.57
-4.34, 15.50
-4.12, 15.49
-3.81, 15.48
-3.37, 15.41
-2.88, 15.39
-2.32, 15.37
-1.63, 15.36
-1.23, 15.36
-1.02, 15.35
-0.67, 15.25
-0.16, 15.26
0.35, 15.02
0.62, 14.85
0.79, 14.73
0.80, 14.90
0.76, 15.20
0.51, 15.41
-0.07, 15.43
-0.38, 15.34
-0.12, 15.19
0.26, 15.23
BE
BS, S:42877,
0.33, 15.24
51.86, 15.79
51.39, 18.68
50.09, 22.04
49.14, 23.44
48.14, 25.33
47.12, 25.46
46.99, 26.50
46.25, 26.75
44.81, 27.33
43.86, 27.70
43.72, 27.99
42.07, 28.36
41.11, 28.53
41.32, 28.79
40.30, 28.96
39.39, 29.20
37.90, 29.30
36.69, 29.37
36.25, 29.45
35.80, 29.39
34.74, 29.31
33.89, 29.31
33.14, 29.45
31.58, 29.63
30.77, 29.79
30.39, 29.97
29.64, 30.14
28.53, 30.14
27.42, 30.21
26.63, 30.29
25.73, 30.23
25.19, 30.37
24.30, 30.46
23.62, 30.47
22.81, 30.56
21.78, 30.56
20.99, 30.56
19.91, 30.56
18.78, 30.63
17.87, 30.64
17.35, 30.71
16.31, 30.73
15.77, 30.72
14.90, 30.79
13.97, 30.81
13.15, 30.81
11.95, 30.88
11.36, 30.88
10.50, 30.81
9.65, 30.66
8.81, 30.33
8.07, 30.29
7.08, 30.37
6.20, 30.54
5.41, 30.71
-47.27, 30.59
-65.62, 27.91
-67.05, 22.86
-50.52, 18.89
-47.69, 18.24
-45.85, 18.42
-47.03, 18.49
-46.75, 18.28
-45.76, 18.00
-44.87, 17.91
-44.08, 17.81
-41.65, 17.73
-40.54, 17.59
-39.80, 17.56
-38.71, 17.28
-38.25, 17.34
-37.14, 17.21
-34.41, 17.04
-33.25, 16.92
-32.13, 16.80
-31.92, 16.78
-31.07, 16.75
-30.73, 16.66
-29.51, 16.62
-26.76, 16.45
-23.76, 16.28
-22.94, 16.33
-21.78, 16.31
-21.58, 16.38
-21.41, 16.38
-20.77, 16.36
-19.23, 16.24
-18.43, 16.13
-17.38, 16.10
-16.87, 16.09
-16.32, 16.08
-16.78, 16.09
-15.14, 16.12
-15.22, 16.04
-14.81, 15.97
-13.98, 15.87
-13.14, 15.92
-13.00, 15.86
-12.01, 15.83
-10.95, 15.87
-10.39, 15.78
-9.76, 15.76
-9.19, 15.69
-8.46, 15.67
-8.16, 15.72
-7.26, 15.70
-6.37, 15.62
-5.69, 15.53
-4.45, 15.49
-3.40, 15.33
-2.22, 15.28
-1.26, 15.29
-1.28, 15.51
-1.90, 15.68
-2.68, 15.63
-3.50, 15.50
-3.55, 15.50
-3.44, 15.48
-3.00, 15.47
-3.19, 15.56
-3.84, 15.65
-4.53, 15.75
-5.14, 15.76
-5.42, 15.68
-5.42, 15.53
-4.91, 15.57
-4.59, 15.57
-4.34, 15.58
-4.19, 15.57
-3.79, 15.48
-3.51, 15.48
-3.16, 15.47
-2.62, 15.39
-2.04, 15.36
-1.54, 15.43
-1.36, 15.36
-1.07, 15.29
-0.51, 15.26
0.17, 15.10
0.61, 14.93
0.79, 14.74
0.84, 14.80
0.82, 15.20
0.47, 15.41
-0.18, 15.44
-0.55, 15.36
-0.41, 15.27
0.05, 15.25
0.16, 15.41
BE
BS, S:42878,
-0.26, 15.49
51.00, 16.04
50.39, 18.93
48.92, 22.19
49.10, 23.54
48.34, 25.36
47.43, 25.55
45.71, 26.62
45.09, 26.83
45.02, 27.43
43.80, 27.84
42.88, 28.07
42.22, 28.44
40.94, 28.60
39.91, 28.94
39.28, 28.96
38.45, 29.20
38.46, 29.22
37.44, 29.32
35.85, 29.39
34.89, 29.31
34.71, 29.30
33.74, 29.45
32.39, 29.62
32.30, 29.80
31.12, 30.04
30.10, 30.13
29.15, 30.14
28.49, 30.22
27.84, 30.23
26.71, 30.37
25.94, 30.31
24.99, 30.45
24.02, 30.41
23.30, 30.54
22.30, 30.56
21.49, 30.63
20.62, 30.64
19.80, 30.64
19.16, 30.72
18.54, 30.73
17.35, 30.73
16.55, 30.81
15.82, 30.81
14.68, 30.81
14.04, 30.81
13.09, 30.81
12.40, 30.81
11.63, 30.81
10.68, 30.65
9.52, 30.40
8.84, 30.29
7.89, 30.44
6.84, 30.62
6.24, 30.81
5.46, 30.89
-47.04, 30.73
-65.12, 27.96
-66.83, 22.89
-50.12, 18.92
-47.50, 18.20
-45.63, 18.36
-46.92, 18.44
-46.84, 18.27
-44.82, 17.96
-43.42, 17.88
-41.67, 17.74
-43.16, 17.77
-40.35, 17.50
-38.90, 17.45
-37.86, 17.33
-36.82, 17.21
-36.79, 17.20
-36.58, 17.19
-33.96, 16.94
-32.73, 16.89
-31.00, 16.75
-30.45, 16.59
-28.50, 16.59
-28.03, 16.50
-26.28, 16.36
-23.33, 16.36
-23.50, 16.35
-23.20, 16.43
-22.88, 16.33
-21.68, 16.30
-20.96, 16.28
-20.17, 16.26
-18.69, 16.14
-17.75, 16.12
-17.00, 16.11
-16.76, 16.16
-16.86, 16.17
-16.79, 16.09
-16.33, 16.01
-14.82, 15.96
-14.43, 15.95
-13.47, 15.93
-13.28, 15.91
-11.99, 15.89
-11.49, 15.80
-11.45, 15.72
-9.48, 15.76
-8.96, 15.74
-8.34, 15.64
-7.68, 15.59
-6.94, 15.61
-6.02, 15.60
-5.52, 15.50
-4.02, 15.40
-2.42, 15.23
-1.61, 15.43
-2.08, 15.62
-2.85, 15.63
-3.83, 15.64
-4.23, 15.59
-4.03, 15.49
-3.65, 15.48
-3.57, 15.56
-3.82, 15.63
-4.41, 15.59
-5.07, 15.75
-5.59, 15.77
-5.66, 15.68
-5.30, 15.61
-4.98, 15.59
-4.82, 15.59
-4.61, 15.50
-4.27, 15.44
-4.01, 15.48
-3.46, 15.34
-2.86, 15.39
-2.29, 15.31
-1.69, 15.44
-1.40, 15.37
-1.21, 15.35
-0.78, 15.28
-0.20, 15.26
0.32, 15.02
0.68, 14.78
0.80, 14.82
0.81, 15.05
0.58, 15.32
0.20, 15.47
-0.41, 15.43
-0.49, 15.35
-0.25, 15.26
0.10, 15.33
-0.04, 15.42
-0.79, 15.57
BE
BS, S:42879,
-1.71, 15.54
51.57, 16.10
50.38, 19.05
50.46, 22.32
